path,label,label_name,split,source_split,base_image,src_file,bbox,conf,origin,domain
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20010_02633.png,0,normal,test,test,20010,20010.png,"[99, 525, 160, 545]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20011_02634.png,0,normal,test,test,20011,20011.png,"[9, 180, 182, 426]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20012_02635.png,0,normal,test,test,20012,20012.png,"[86, 470, 110, 512]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20013_02636.png,0,normal,test,test,20013,20013.png,"[8, 285, 174, 391]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20014_02637.png,0,normal,test,test,20014,20014.png,"[77, 403, 161, 431]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20015_02638.png,0,normal,test,test,20015,20015.png,"[165, 495, 220, 537]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20016_02639.png,0,normal,test,test,20016,20016.png,"[155, 184, 173, 233]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20017_02640.png,0,normal,test,test,20017,20017.png,"[64, 538, 191, 609]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20018_02641.png,0,normal,test,test,20018,20018.png,"[41, 356, 173, 447]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20019_02642.png,0,normal,test,test,20019,20019.png,"[103, 69, 192, 107]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20020_02643.png,0,normal,test,test,20020,20020.png,"[40, 237, 108, 308]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20021_02644.png,0,normal,test,test,20021,20021.png,"[127, 487, 149, 532]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20022_02645.png,0,normal,test,test,20022,20022.png,"[197, 242, 213, 274]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20023_02646.png,0,normal,test,test,20023,20023.png,"[44, 393, 78, 484]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20024_02647.png,0,normal,test,test,20024,20024.png,"[8, 63, 141, 191]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20025_02648.png,0,normal,test,test,20025,20025.png,"[9, 74, 43, 187]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20026_02649.png,0,normal,test,test,20026,20026.png,"[155, 30, 182, 100]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20027_02650.png,0,normal,test,test,20027,20027.png,"[27, 230, 102, 532]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20028_02651.png,0,normal,test,test,20028,20028.png,"[51, 200, 147, 275]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20029_02652.png,0,normal,test,test,20029,20029.png,"[173, 292, 215, 310]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20030_02653.png,0,normal,test,test,20030,20030.png,"[41, 444, 96, 489]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20031_02654.png,0,normal,test,test,20031,20031.png,"[49, 44, 117, 196]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20032_02655.png,0,normal,test,test,20032,20032.png,"[85, 98, 198, 185]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20033_02656.png,0,normal,test,test,20033,20033.png,"[35, 457, 103, 609]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20034_02657.png,0,normal,test,test,20034,20034.png,"[52, 73, 167, 172]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20035_02658.png,0,normal,test,test,20035,20035.png,"[135, 508, 204, 594]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20036_02659.png,0,normal,test,test,20036,20036.png,"[73, 485, 183, 573]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20037_02660.png,0,normal,test,test,20037,20037.png,"[35, 68, 102, 130]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20038_02661.png,0,normal,test,test,20038,20038.png,"[48, 72, 161, 159]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20039_02662.png,0,normal,test,test,20039,20039.png,"[132, 305, 208, 322]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20040_02663.png,0,normal,test,test,20040,20040.png,"[59, 52, 89, 141]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20041_02664.png,0,normal,test,test,20041,20041.png,"[2, 114, 130, 270]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20042_02666.png,0,normal,test,test,20042,20042.png,"[91, 34, 155, 156]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20043_02667.png,0,normal,test,test,20043,20043.png,"[73, 76, 98, 130]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20044_02668.png,0,normal,test,test,20044,20044.png,"[132, 512, 177, 558]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20045_02669.png,0,normal,test,test,20045,20045.png,"[3, 113, 172, 215]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20046_02670.png,0,normal,test,test,20046,20046.png,"[67, 30, 117, 115]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20047_02671.png,0,normal,test,test,20047,20047.png,"[33, 102, 166, 230]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20048_02672.png,0,normal,test,test,20048,20048.png,"[7, 71, 136, 207]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20049_02673.png,0,normal,test,test,20049,20049.png,"[46, 168, 216, 400]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20050_02674.png,0,normal,test,test,20050,20050.png,"[15, 241, 99, 269]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20051_02675.png,0,normal,test,test,20051,20051.png,"[144, 463, 212, 615]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20052_02676.png,0,normal,test,test,20052,20052.png,"[9, 354, 98, 392]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20053_02677.png,0,normal,test,test,20053,20053.png,"[76, 378, 209, 506]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20054_02678.png,0,normal,test,test,20054,20054.png,"[141, 490, 224, 525]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20055_02679.png,0,normal,test,test,20055,20055.png,"[185, 42, 214, 142]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20056_02681.png,0,normal,test,test,20056,20056.png,"[9, 508, 31, 553]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20057_02682.png,0,normal,test,test,20057,20057.png,"[22, 220, 195, 466]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20058_02683.png,0,normal,test,test,20058,20058.png,"[29, 21, 195, 127]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20059_02684.png,0,normal,test,test,20059,20059.png,"[25, 547, 172, 590]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20060_02685.png,0,normal,test,test,20060,20060.png,"[87, 350, 201, 481]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20061_02686.png,0,normal,test,test,20061,20061.png,"[123, 53, 178, 114]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20062_02687.png,0,normal,test,test,20062,20062.png,"[89, 64, 203, 195]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20063_02688.png,0,normal,test,test,20063,20063.png,"[70, 141, 183, 188]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20064_02689.png,0,normal,test,test,20064,20064.png,"[157, 376, 178, 469]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20065_02690.png,0,normal,test,test,20065,20065.png,"[111, 59, 126, 108]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20066_02691.png,0,normal,test,test,20066,20066.png,"[150, 10, 227, 59]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20067_02692.png,0,normal,test,test,20067,20067.png,"[192, 549, 224, 573]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20068_02694.png,0,normal,test,test,20068,20068.png,"[11, 15, 35, 57]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20069_02695.png,0,normal,test,test,20069,20069.png,"[14, 78, 38, 126]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20070_02696.png,0,normal,test,test,20070,20070.png,"[46, 289, 88, 307]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20071_02697.png,0,normal,test,test,20071,20071.png,"[154, 250, 198, 294]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20072_02698.png,0,normal,test,test,20072,20072.png,"[101, 490, 177, 507]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20073_02699.png,0,normal,test,test,20073,20073.png,"[19, 78, 103, 106]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20074_02700.png,0,normal,test,test,20074,20074.png,"[52, 506, 140, 541]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20075_02701.png,0,normal,test,test,20075,20075.png,"[22, 112, 192, 344]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20076_02702.png,0,normal,test,test,20076,20076.png,"[46, 299, 173, 399]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20077_02703.png,0,normal,test,test,20077,20077.png,"[134, 273, 158, 321]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20078_02704.png,0,normal,test,test,20078,20078.png,"[128, 106, 216, 141]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20079_02705.png,0,normal,test,test,20079,20079.png,"[26, 497, 207, 589]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20080_02706.png,0,normal,test,test,20080,20080.png,"[116, 140, 226, 228]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20081_02707.png,0,normal,test,test,20081,20081.png,"[59, 312, 118, 402]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20082_02708.png,0,normal,test,test,20082,20082.png,"[15, 381, 125, 469]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20083_02709.png,0,normal,test,test,20083,20083.png,"[9, 36, 175, 142]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20084_02711.png,0,normal,test,test,20084,20084.png,"[178, 450, 223, 496]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20085_02712.png,0,normal,test,test,20085,20085.png,"[29, 21, 60, 39]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20086_02713.png,0,normal,test,test,20086,20086.png,"[69, 284, 151, 392]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20087_02714.png,0,normal,test,test,20087,20087.png,"[10, 61, 137, 161]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20088_02715.png,0,normal,test,test,20088,20088.png,"[98, 507, 120, 560]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20089_02716.png,0,normal,test,test,20089,20089.png,"[49, 227, 163, 358]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20090_02717.png,0,normal,test,test,20090,20090.png,"[48, 188, 158, 276]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20091_02718.png,0,normal,test,test,20091,20091.png,"[13, 312, 70, 404]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20092_02719.png,0,normal,test,test,20092,20092.png,"[44, 479, 173, 615]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20093_02720.png,0,normal,test,test,20093,20093.png,"[96, 344, 218, 466]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20094_02721.png,0,normal,test,test,20094,20094.png,"[67, 221, 115, 281]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20095_02723.png,0,normal,test,test,20095,20095.png,"[7, 349, 85, 443]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20096_02724.png,0,normal,test,test,20096,20096.png,"[27, 437, 196, 539]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20097_02725.png,0,normal,test,test,20097,20097.png,"[94, 58, 221, 129]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20098_02726.png,0,normal,test,test,20098,20098.png,"[99, 294, 154, 355]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20099_02728.png,0,normal,test,test,20099,20099.png,"[136, 474, 204, 545]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20100_02729.png,0,normal,test,test,20100,20100.png,"[145, 531, 174, 540]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20101_02730.png,0,normal,test,test,20101,20101.png,"[59, 381, 173, 512]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20102_02731.png,0,normal,test,test,20102,20102.png,"[33, 15, 78, 61]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20103_02732.png,0,normal,test,test,20103,20103.png,"[70, 87, 139, 173]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20104_02733.png,0,normal,test,test,20104,20104.png,"[34, 302, 220, 361]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20105_02734.png,0,normal,test,test,20105,20105.png,"[9, 280, 82, 329]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20106_02735.png,0,normal,test,test,20106,20106.png,"[64, 622, 148, 650]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20107_02736.png,0,normal,test,test,20107,20107.png,"[145, 328, 210, 394]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20108_02737.png,0,normal,test,test,20108,20108.png,"[45, 454, 75, 480]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20109_02738.png,0,normal,test,test,20109,20109.png,"[2, 477, 44, 495]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20110_02739.png,0,normal,test,test,20110,20110.png,"[122, 569, 189, 631]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20111_02740.png,0,normal,test,test,20111,20111.png,"[148, 81, 212, 146]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20112_02741.png,0,normal,test,test,20112,20112.png,"[141, 321, 163, 374]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20113_02742.png,0,normal,test,test,20113,20113.png,"[46, 264, 88, 282]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20114_02743.png,0,normal,test,test,20114,20114.png,"[66, 506, 135, 537]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20115_02744.png,0,normal,test,test,20115,20115.png,"[22, 150, 135, 237]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20116_02745.png,0,normal,test,test,20116,20116.png,"[3, 119, 176, 365]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20117_02748.png,0,normal,test,test,20117,20117.png,"[167, 39, 201, 152]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20117_02749.png,0,normal,test,test,20117,20117.png,"[112, 593, 174, 624]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20118_02751.png,0,normal,test,test,20118,20118.png,"[0, 283, 229, 498]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20119_02752.png,0,normal,test,test,20119,20119.png,"[66, 263, 130, 328]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20120_02753.png,0,normal,test,test,20120,20120.png,"[90, 553, 120, 579]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20121_02755.png,0,normal,test,test,20121,20121.png,"[5, 240, 164, 348]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20122_02756.png,0,normal,test,test,20122,20122.png,"[64, 454, 222, 547]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20123_02757.png,0,normal,test,test,20123,20123.png,"[15, 208, 173, 301]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20124_02758.png,0,normal,test,test,20124,20124.png,"[174, 425, 201, 495]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20125_02760.png,0,normal,test,test,20125,20125.png,"[6, 334, 82, 393]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20126_02761.png,0,normal,test,test,20126,20126.png,"[42, 208, 201, 498]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20127_02762.png,0,normal,test,test,20127,20127.png,"[120, 301, 147, 371]",1.0,kolektor_gt,kolektor_permukaan
C:/Arib/MASSA AYAM/chicken detection + constrative classification/data/crops_kolektor_gt/test/normal/20128_02763.png,0,normal,test,test,20128,20128.png,"[94, 45, 119, 99]",1.0,kolektor_gt,kolektor_permukaan
